Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINO
113,162,116,12,0,97.41,4,stumped,2,vÿEngland,Hamilton,25-Feb-18,ODI # 3980
10,50,26,0,0,38.46,4,run out,1,vÿEngland,Mount Maunganui,28-Feb-18,ODI # 3981
181*,213,147,17,6,123.12,4,not out,2,vÿEngland,Dunedin,07-Mar-18,ODI # 3989
80,-,112,5,0,71.42,4,bowled,1,vÿPakistan,Abu Dhabi,07-Nov-18,ODI # 4066
86*,-,120,3,1,71.66,4,not out,1,vÿPakistan,Abu Dhabi,09-Nov-18,ODI # 4068
DNB,-,-,-,-,-,-,-,2,vÿPakistan,Dubai (DSC),11-Nov-18,ODI # 4070
54,-,37,6,2,145.94,4,caught,1,vÿSri Lanka,Mount Maunganui,03-Jan-19,ODI # 4074
90,-,105,4,1,85.71,4,run out,1,vÿSri Lanka,Mount Maunganui,05-Jan-19,ODI # 4075
137,-,131,9,4,104.58,4,caught,1,vÿSri Lanka,Nelson,08-Jan-19,ODI # 4076
24,48,41,3,0,58.53,4,caught,1,vÿIndia,Napier,23-Jan-19,ODI # 4082
22,43,25,2,0,88,4,stumped,2,vÿIndia,Mount Maunganui,26-Jan-19,ODI # 4085
93,181,106,9,0,87.73,4,caught,1,vÿIndia,Mount Maunganui,28-Jan-19,ODI # 4088
37*,36,25,2,3,148,4,not out,2,vÿIndia,Hamilton,31-Jan-19,ODI # 4091
1,7,4,0,0,25,4,lbw,2,vÿIndia,Wellington,03-Feb-19,ODI # 4092
45*,72,49,6,0,91.83,4,not out,2,vÿBangladesh,Napier,13-Feb-19,ODI # 4093
21*,33,20,3,0,105,4,not out,2,vÿBangladesh,Christchurch,16-Feb-19,ODI # 4094
69,109,82,7,0,84.14,4,caught,1,vÿBangladesh,Dunedin,20-Feb-19,ODI # 4095
DNB,-,-,-,-,-,-,-,2,vÿSri Lanka,Cardiff,01-Jun-19,ODI # 4145
82,122,91,9,0,90.1,4,caught,2,vÿBangladesh,The Oval,05-Jun-19,ODI # 4151
48,74,52,6,1,92.3,4,bowled,2,vÿAfghanistan,Taunton,08-Jun-19,ODI # 4154
1,6,2,0,0,50,4,caught,2,vÿSouth Africa,Birmingham,19-Jun-19,ODI # 4165
69,148,95,7,0,72.63,4,caught,1,vÿWest Indies,Manchester,22-Jun-19,ODI # 4170
3,14,8,0,0,37.5,4,caught,1,vÿPakistan,Birmingham,26-Jun-19,ODI # 4174
30,76,54,2,0,55.55,4,caught,2,vÿAustralia,Lord's,29-Jun-19,ODI # 4178
28,54,42,2,0,66.66,4,run out,2,vÿEngland,Chester-le-Street,03-Jul-19,ODI # 4183
74,130,90,3,1,82.22,4,run out,1,vÿIndia,Manchester,09-Jul-19,ODI # 4190
15,47,31,0,0,48.38,4,lbw,1,vÿEngland,Lord's,14-Jul-19,ODI # 4192
